user,dataID,filename,Question_1_1_1,Question_1_2_1,Question_1_2_2,Question_1_3_1,Question_2_1_1,Question_2_2_1,Question_3_1_1,Question_3_2_1,Question_3_3_1,Question_4_1_1,Question_4_2_1,Question_4_3_1,Question_5_1_1,Question_5_2_1,Question_5_3_1,Question_5_4_1,Question_5_5_1,Question_6_1_1,Question_6_2_1,Question_6_3_1,Question_6_4_1,Question_6_5_1,Question_7_1_1,Question_7_2_1,Question_7_3_1,Question_8_1_1,Question_8_2_1,Question_9_1_1,work_length,message
86,83959933,Schubert_D960_mv2_8bars_3_07.wav,5,,,,4,3,3,2,3,3,4,2,3,3,4,4,5,4,5,5,3,4,3,3,4,4,4,4,300,
90,83959934,Schubert_D960_mv2_8bars_0_07.wav,2,,,,3,5,2,6,2,3,6,2,4,4,5,5,4,4,5,4,3,3,5,4,4,5,6,5,100,
28,83959935,Schubert_D960_mv2_8bars_4_17.wav,7,,1.0,3.0,1,1,1,6,5,6,2,3,2,3,1,1,6,4,2,2,6,2,3,5,3,2,2,2,70,
104,83959937,Schubert_D960_mv2_8bars_2_17.wav,3,,,,3,3,3,6,2,3,3,5,4,4,4,4,5,6,3,5,5,4,5,5,4,6,5,4,39,왼손의  무거운  저음과  오른손의  비화성음이 조화를  이룬 예쁜 곡이다.
86,83959938,Schubert_D960_mv2_8bars_0_01.wav,2,,,,3,2,2,5,3,4,3,4,2,3,3,2,4,4,3,3,5,2,4,5,5,3,3,3,200,
77,83959941,Schubert_D960_mv2_8bars_1_08.wav,1,7.0,,,2,2,2,6,6,2,4,2,6,4,3,3,4,4,2,2,5,3,4,4,4,4,4,2,660,느낌및 분위기는 연주자가 객관성있고 절제된 연주를 하는지에 대해 척도를 맞추었습니다.이곡은 특히 뒷 부분에서 몽상적이지도 않고 상상력이 적지도 않아서 대략 객관성있고 절제된 감정을 표현 하였다 생각해서 중간 점수를 주었습니다. 
117,83959945,Schubert_D960_mv2_8bars_4_16.wav,3,,,,3,2,2,6,3,1,2,2,2,1,3,5,6,5,2,1,5,3,3,5,5,3,4,6,132,페달 사용이 다소 지저분하게 느껴집니다. 
86,83959950,Schubert_D960_mv2_8bars_2_17.wav,6,,,,2,2,2,3,3,5,2,4,3,3,3,2,5,4,2,2,6,2,4,5,4,3,4,2,200,
113,83959961,Schubert_D960_mv2_8bars_Score_15.wav,3,,,,5,5,3,3,3,5,2,3,5,4,3,3,2,3,3,3,5,4,3,2,3,3,3,3,34,중간 흐름의 전환으로 약간 스타카토 움직임은 그닥 어울리지 않는듯하다
86,83959967,Schubert_D960_mv2_8bars_2_07.wav,2,,,,5,5,3,2,2,2,2,2,2,5,4,2,5,4,3,5,3,4,3,3,3,5,5,3,200,
28,83959971,Schubert_D960_mv2_8bars_1_15.wav,7,,1.0,1.0,3,7,5,2,3,2,5,2,2,0,5,4,3,4,6,5,1,4,5,3,4,5,5,5,70,
117,83959973,Schubert_D960_mv2_8bars_Score_05.wav,1,6.0,,,2,5,2,6,5,1,2,3,6,3,6,3,3,4,6,3,4,2,5,2,3,3,3,2,95,"템포, 아티큘레이션, 밸런스, 음색이 좋습니다. "
86,83959987,Schubert_D960_mv2_8bars_2_03.wav,3,,,,4,3,3,2,3,4,3,3,4,4,3,3,5,4,3,3,5,3,3,4,4,5,5,4,200,
28,83959992,Schubert_D960_mv2_8bars_4_07.wav,7,,7.0,,2,2,1,7,5,1,2,2,5,5,2,2,5,4,2,2,5,3,2,3,4,5,5,4,60,
113,83960000,Schubert_D960_mv2_8bars_Score_02.wav,5,,,,3,3,1,5,2,7,1,2,7,6,2,1,1,4,1,2,7,1,2,2,2,2,2,2,37,음악적 진행이 넘 좋다. 표현도 잘되고
28,83960007,Schubert_D960_mv2_8bars_4_13.wav,7,,1.0,3.0,1,6,3,2,3,2,5,5,3,4,4,3,4,4,3,2,5,2,3,5,4,3,5,4,60,
117,83960012,Schubert_D960_mv2_8bars_3_03.wav,7,,0.0,,6,6,7,2,1,2,6,2,1,5,2,5,7,6,7,4,2,6,2,6,5,6,7,5,100,페달 연결로 인해서 음악이 너무 끊어지는 경향이 있습니다. 
28,83960027,Schubert_D960_mv2_8bars_0_09.wav,1,7.0,,,5,5,2,2,3,3,2,3,3,3,2,3,4,4,1,5,6,1,3,2,1,4,3,2,70,
113,83960031,Schubert_D960_mv2_8bars_4_09.wav,5,,,,5,5,2,5,5,5,2,2,5,5,5,3,2,4,3,3,5,3,3,2,3,3,3,3,34,화음이 너무 많아 부담스더운 부분도 있지만 중간에 약간의 전환되는부분에서 기억이 많이 남는다.
86,83960033,Schubert_D960_mv2_8bars_4_17.wav,6,,,,2,2,2,6,5,5,2,3,6,2,2,3,4,6,3,2,5,3,3,5,5,3,3,3,200,
117,83960040,Schubert_D960_mv2_8bars_2_13.wav,2,,,,2,7,3,1,5,6,5,2,5,6,6,5,4,2,5,3,2,4,2,1,3,3,2,2,126,첫 번째 아티큘레이션에서 건반을 때리듯 치는 느낌이 나서 음악이 전반적으로 딱딱하게 느껴집니다. 
28,83960047,Schubert_D960_mv2_8bars_3_06.wav,7,,1.0,7.0,5,1,3,5,2,2,5,6,1,1,1,2,5,4,1,1,6,2,0,5,3,2,1,1,65,
96,83960048,Schubert_D960_mv2_8bars_1_14.wav,5,,,,2,3,1,5,3,1,3,5,5,3,3,3,2,6,5,5,5,3,5,7,5,3,5,3,98,
86,83960057,Schubert_D960_mv2_8bars_1_03.wav,5,,,,3,3,2,3,6,5,2,3,5,3,3,2,5,6,5,3,5,3,5,5,5,3,3,3,300,
28,83960063,Schubert_D960_mv2_8bars_1_06.wav,1,6.0,,,2,1,2,6,3,2,2,5,2,2,3,4,6,4,3,5,2,4,5,6,6,5,6,6,60,
117,83960069,Schubert_D960_mv2_8bars_4_02.wav,6,,,,2,7,2,3,5,5,3,2,2,4,5,3,3,4,5,3,5,3,2,2,3,3,4,3,120,"템포가 일정하진 않지만 음색이 다채롭고 아티큘레이션이 분명하게 나타납니다. 
"
96,83960074,Schubert_D960_mv2_8bars_1_02.wav,6,,,,2,5,3,3,3,6,2,2,5,5,5,3,1,6,5,5,5,4,3,3,3,2,3,5,120,
113,83960091,Schubert_D960_mv2_8bars_1_11.wav,3,,,,4,5,3,3,4,5,3,4,3,4,3,3,5,4,4,4,5,3,4,4,4,5,5,4,17,마무리가 덜된 느낌?
77,83960094,Schubert_D960_mv2_8bars_3_17.wav,6,,,,5,5,5,3,3,3,3,5,4,3,5,4,4,6,6,6,4,5,5,5,4,5,5,6,960,여기서는 페달링 사용이 좀더 유연했으면 했으면  좋았고 템포는 맞지 않은 듯 합니다.
28,83960096,Schubert_D960_mv2_8bars_2_15.wav,7,,2.0,,1,2,3,2,2,2,6,2,2,5,3,2,3,4,5,6,5,3,3,5,3,0,3,4,55,
90,83960097,Schubert_D960_mv2_8bars_4_14.wav,6,,,,3,6,2,6,3,6,2,3,3,4,5,5,5,6,5,6,5,6,6,6,5,5,5,5,100,
28,83960115,Schubert_D960_mv2_8bars_5_09.wav,7,,1.0,1.0,1,1,1,7,6,2,2,6,6,6,5,3,2,4,2,3,5,2,6,2,3,3,2,3,65,
113,83960125,Schubert_D960_mv2_8bars_0_05.wav,3,,,,3,3,2,5,5,5,3,3,5,5,2,2,3,4,2,5,5,2,4,5,2,2,3,2,44,진행이 좋다
28,83960128,Schubert_D960_mv2_8bars_Score_02.wav,1,1.0,,,1,7,1,7,6,2,5,2,1,5,5,3,4,4,7,5,2,3,5,0,4,3,4,4,70,
86,83960135,Schubert_D960_mv2_8bars_1_10.wav,2,,,,3,3,2,6,6,5,3,5,5,5,3,3,3,3,3,3,5,3,3,3,3,4,4,3,250,
96,83960136,Schubert_D960_mv2_8bars_4_17.wav,5,,,,2,3,2,6,5,3,3,5,5,3,5,5,2,6,5,3,5,5,3,3,3,5,5,5,102,
28,83960146,Schubert_D960_mv2_8bars_5_08.wav,7,,1.0,6.0,1,1,1,7,1,6,2,6,6,6,5,2,3,4,2,3,7,2,5,3,2,2,2,2,70,
113,83960157,Schubert_D960_mv2_8bars_1_16.wav,5,,,,2,4,3,5,5,5,2,2,5,0,3,3,5,5,3,5,3,3,3,5,3,3,3,3,39,
28,83960164,Schubert_D960_mv2_8bars_0_13.wav,1,1.0,,,5,7,6,1,2,3,6,3,1,1,1,3,6,4,5,6,2,2,3,6,5,3,4,4,60,
73,83960167,Schubert_D960_mv2_8bars_5_01.wav,2,,,,2,5,2,6,3,3,6,7,2,6,2,1,6,4,6,2,2,3,7,7,6,6,6,6,240,어두운 부분은 조금 더 강하게  연주하였더라면 이 곡의 느낌에  더 조화롭지 않았을까  않았을까 싶습니다.
96,83960168,Schubert_D960_mv2_8bars_2_08.wav,2,,,,5,5,2,3,3,3,3,5,5,5,5,2,3,3,5,3,5,2,3,3,3,3,5,2,118,
86,83960190,Schubert_D960_mv2_8bars_2_07.wav,2,,,,4,5,4,3,3,5,3,2,3,4,3,3,4,3,4,3,5,2,3,3,3,4,4,3,200,
96,83960191,Schubert_D960_mv2_8bars_4_12.wav,6,,,,2,2,1,5,5,3,3,5,3,3,3,2,3,6,5,6,3,3,5,5,5,3,3,5,95,
113,83960204,Schubert_D960_mv2_8bars_2_01.wav,5,,,,5,3,5,4,3,4,5,4,3,3,3,2,4,5,4,4,4,3,4,5,4,3,3,4,32,자연스레 연결된다.
96,83960209,Schubert_D960_mv2_8bars_1_12.wav,6,,,,2,2,1,6,3,5,2,6,5,3,3,3,2,6,5,5,6,3,5,5,5,3,3,5,75,
86,83960211,Schubert_D960_mv2_8bars_Score_01.wav,3,,,,5,5,2,6,6,2,6,4,3,5,5,5,5,5,3,5,2,5,3,3,3,4,4,5,150,
96,83960220,Schubert_D960_mv2_8bars_0_14.wav,2,,,,3,3,2,5,3,2,3,3,3,3,3,3,5,3,5,5,5,3,3,6,5,3,3,3,97,
90,83960221,Schubert_D960_mv2_8bars_1_11.wav,5,,,,2,3,3,3,4,4,4,5,2,2,4,4,6,6,3,6,2,5,5,6,5,4,4,6,110,
87,83960222,Schubert_D960_mv2_8bars_0_05.wav,3,,,,4,5,3,5,4,3,4,5,4,3,3,3,3,4,3,3,5,3,5,3,3,3,3,3,139,잘들었습니다. 좀 더 노력하면 훌륭한 연주자가 될 수 있을 거에요.
86,83960234,Schubert_D960_mv2_8bars_4_03.wav,3,,,,2,2,2,3,5,5,2,3,5,2,3,2,3,5,5,3,5,3,4,5,5,3,3,2,150,
86,83960263,Schubert_D960_mv2_8bars_2_01.wav,3,,,,3,3,3,3,5,5,3,4,5,3,3,2,4,5,5,3,5,3,5,5,5,3,3,3,150,
73,83960283,Schubert_D960_mv2_8bars_Score_11.wav,6,,,,6,6,1,7,7,6,1,6,7,7,2,4,2,4,1,1,6,3,6,2,2,2,2,2,480,설득력이 있는 감점을 호소하는 듯한 연주 였습니다.
113,83960289,Schubert_D960_mv2_8bars_1_13.wav,6,,,,6,6,5,3,3,3,4,3,3,4,4,4,5,4,3,4,5,4,4,4,5,4,4,5,42,뒷부분은 좋은데 앞부분에 약간 음악이 왼손에서 끊어지게 연주하는게 별로였다 
86,83960291,Schubert_D960_mv2_8bars_4_15.wav,7,,2.0,,2,3,2,2,6,5,2,5,6,5,3,2,2,6,2,2,6,3,5,5,5,2,2,5,200,
113,83960314,Schubert_D960_mv2_8bars_3_12.wav,4,,,,6,5,6,2,3,3,6,3,3,2,3,3,5,4,3,3,3,3,3,5,5,5,6,6,31,전반적인 음악느낌이 별로였다
86,83960321,Schubert_D960_mv2_8bars_0_06.wav,2,,,,5,5,2,6,6,3,5,3,3,4,3,2,5,3,5,6,2,4,3,3,3,5,5,5,200,
87,83960322,Schubert_D960_mv2_8bars_0_11.wav,4,,,,5,5,4,5,4,3,3,5,3,3,3,4,5,4,3,4,4,4,5,5,4,3,4,5,178,무난합니다.
90,83960325,Schubert_D960_mv2_8bars_1_01.wav,5,,,,5,5,2,6,4,4,3,2,4,2,3,3,4,6,3,4,5,3,6,6,5,2,3,3,100,
86,83960351,Schubert_D960_mv2_8bars_0_11.wav,3,,,,3,2,2,2,6,5,2,2,5,3,3,2,4,3,3,3,5,3,5,5,5,3,3,3,200,
113,83960357,Schubert_D960_mv2_8bars_1_06.wav,2,,,,5,5,3,3,3,5,3,3,5,5,3,2,2,4,2,3,5,2,2,2,2,3,3,2,25,단순하면서도 전달력이 있다
86,83960375,Schubert_D960_mv2_8bars_3_16.wav,5,,,,5,5,5,2,2,5,3,4,5,2,2,2,5,6,6,3,5,2,5,5,5,2,2,2,200,
113,83960377,Schubert_D960_mv2_8bars_1_12.wav,5,,,,2,5,3,5,5,5,4,5,5,4,3,3,3,5,3,5,5,3,5,5,4,3,3,4,37,"음악의 전달을 위해 템포가 중간중간 느려지는 부분이 있다

"
96,83960380,Schubert_D960_mv2_8bars_3_07.wav,2,,,,5,5,3,3,3,6,2,1,5,5,3,2,2,3,5,3,5,2,2,3,3,3,3,2,81,
86,83960401,Schubert_D960_mv2_8bars_0_04.wav,3,,,,3,3,2,3,5,3,2,5,5,3,2,2,5,6,3,3,5,3,5,5,5,3,2,2,200,
96,83960403,Schubert_D960_mv2_8bars_4_03.wav,6,,,,2,3,1,6,5,3,2,2,6,2,2,3,5,7,3,6,2,3,2,6,6,2,3,5,114,
87,83960407,Schubert_D960_mv2_8bars_5_01.wav,5,,,,4,5,4,5,4,3,4,3,3,4,3,4,4,4,5,5,4,4,4,3,3,4,5,5,145,무난합니다.
86,83960427,Schubert_D960_mv2_8bars_0_03.wav,2,,,,4,4,4,3,3,3,3,4,3,3,3,2,5,6,3,3,5,2,5,5,5,2,3,2,200,
86,83960447,Schubert_D960_mv2_8bars_1_14.wav,2,,,,5,5,3,5,5,4,5,5,3,3,3,3,5,5,5,6,3,4,5,5,5,4,5,5,200,
113,83960448,Schubert_D960_mv2_8bars_1_06.wav,2,,,,5,5,2,3,3,5,2,3,6,4,3,3,3,4,5,5,5,3,5,5,4,3,3,3,25,기본박을 중심으로 음악적전달이 정확하게 나오는듯하다
28,83960461,Schubert_D960_mv2_8bars_4_13.wav,7,,2.0,,2,2,2,3,3,3,3,2,2,3,1,3,6,4,2,2,5,3,2,6,0,5,3,4,65,
113,83960468,Schubert_D960_mv2_8bars_Score_05.wav,2,,,,4,5,3,5,3,5,3,4,5,5,4,3,3,4,3,5,4,3,4,2,3,3,3,3,40,웅장하면서도 세심하고 설득력있다
28,83960471,Schubert_D960_mv2_8bars_0_10.wav,1,6.0,,,3,5,3,3,1,2,5,2,2,5,5,6,5,4,5,2,3,5,3,3,5,6,6,6,60,
96,83960475,Schubert_D960_mv2_8bars_4_12.wav,5,,,,2,5,2,5,3,3,2,6,2,3,2,3,3,5,3,6,3,5,6,6,5,3,5,5,115,
28,83960477,Schubert_D960_mv2_8bars_1_06.wav,1,7.0,,,1,1,2,2,3,3,2,5,2,2,1,1,6,4,2,5,6,2,4,5,4,5,2,3,50,
87,83960478,Schubert_D960_mv2_8bars_3_15.wav,4,,,,5,5,6,3,3,3,5,3,3,5,5,4,3,4,5,4,3,4,3,3,4,5,5,6,138,음악이 연결되지 않고 끊어집니다. 
28,83960480,Schubert_D960_mv2_8bars_0_13.wav,1,2.0,,,3,6,4,2,3,5,5,2,2,2,1,2,6,4,6,5,3,3,3,5,4,2,2,3,50,
86,83960481,Schubert_D960_mv2_8bars_Score_07.wav,7,,1.0,6.0,5,6,2,7,7,2,6,2,2,6,6,7,6,2,6,6,2,7,2,2,2,6,6,6,200,
113,83960482,Schubert_D960_mv2_8bars_0_04.wav,4,,,,2,3,3,5,5,5,3,4,5,4,3,3,5,6,3,4,5,4,4,3,4,3,4,4,35,연주자가 루바토를 너무 사용한다 아닌가 싶다
28,83960485,Schubert_D960_mv2_8bars_4_13.wav,7,,7.0,,2,5,2,3,3,2,5,2,4,2,5,4,6,4,3,1,3,4,3,6,4,5,5,5,60,
86,83960493,Schubert_D960_mv2_8bars_1_03.wav,5,,,,2,2,2,3,6,5,2,5,6,3,3,2,3,6,3,2,6,2,3,4,3,3,2,3,200,
28,83960494,Schubert_D960_mv2_8bars_2_14.wav,1,6.0,,,1,1,2,2,3,1,6,2,1,1,6,5,7,4,6,6,2,4,3,4,0,7,1,5,60,
96,83960495,Schubert_D960_mv2_8bars_5_08.wav,3,,,,3,5,2,3,5,5,2,3,6,6,3,2,2,3,5,3,5,3,3,3,3,5,5,3,116,
73,83960499,Schubert_D960_mv2_8bars_5_14.wav,1,6.0,,,1,2,1,6,6,2,1,2,6,6,1,2,6,4,3,2,6,2,1,1,1,2,2,2,480, 흐름의 조화가 자연스러운 설들력이 있는 연주 였습니다
28,83960501,Schubert_D960_mv2_8bars_5_17.wav,7,,1.0,7.0,1,1,1,2,5,2,2,6,1,1,1,1,6,4,2,6,7,1,5,6,2,1,1,1,65,
86,83960503,Schubert_D960_mv2_8bars_2_16.wav,2,,,,2,2,2,5,5,6,2,5,6,3,3,2,6,5,6,3,6,2,3,4,4,2,3,2,200,
87,83960506,Schubert_D960_mv2_8bars_3_14.wav,3,,,,4,5,3,5,2,3,4,3,3,3,5,5,5,4,4,5,3,4,4,4,4,5,6,5,126,페달사용을 줄여주세요
113,83960509,Schubert_D960_mv2_8bars_1_13.wav,4,,,,6,5,2,5,4,5,3,3,5,4,3,4,3,4,4,4,5,3,3,3,4,4,4,5,42,초반에 왼손의 움직임에서 너무 끊는 느낌이 들어 흐름에 방해된다
28,83960510,Schubert_D960_mv2_8bars_0_16.wav,1,3.0,,,1,3,5,5,2,2,5,6,1,1,5,6,7,4,3,1,3,4,5,7,7,6,5,6,70,
86,83960514,Schubert_D960_mv2_8bars_0_07.wav,2,,,,5,5,2,7,6,3,4,3,4,4,4,5,5,3,3,5,3,5,3,3,4,5,5,5,200,
28,83960515,Schubert_D960_mv2_8bars_5_16.wav,7,,1.0,2.0,1,1,3,1,5,5,2,2,1,1,1,1,6,4,1,1,7,2,3,5,1,2,1,1,80,
116,83960518,Schubert_D960_mv2_8bars_5_03.wav,2,,,,2,2,2,5,6,4,2,2,4,3,4,4,5,5,3,5,5,4,4,4,4,3,4,3,80,
28,83960524,Schubert_D960_mv2_8bars_Score_17.wav,1,1.0,,,6,3,7,2,1,1,7,6,1,1,5,5,7,4,5,7,1,4,4,7,7,7,7,7,60,
28,83960530,Schubert_D960_mv2_8bars_5_03.wav,1,7.0,,,1,1,1,7,5,6,2,1,1,5,1,1,3,4,5,6,7,2,2,3,2,4,1,3,70,
73,83960532,Schubert_D960_mv2_8bars_1_10.wav,4,,,,4,2,2,2,7,2,3,2,3,6,6,6,6,4,2,3,2,5,6,6,6,6,6,6,300,애매하다.
86,83960546,Schubert_D960_mv2_8bars_5_03.wav,2,,,,2,2,2,2,3,5,2,4,5,3,3,2,3,5,5,3,6,2,3,4,4,2,2,2,200,
28,83963617,Schubert_D960_mv2_8bars_5_13.wav,1,5.0,,,1,5,2,2,5,6,2,1,6,1,1,3,5,4,4,2,5,2,2,0,4,1,3,3,60,
116,83963625,Schubert_D960_mv2_8bars_1_13.wav,4,,,,5,5,6,2,2,5,3,3,4,5,4,3,4,4,3,3,5,4,4,4,4,3,4,3,60,
28,83963644,Schubert_D960_mv2_8bars_2_05.wav,7,,2.0,,1,1,2,2,3,7,2,7,1,5,2,2,6,4,5,6,2,3,6,5,4,4,1,3,70,
113,83963647,Schubert_D960_mv2_8bars_4_02.wav,4,,,,3,3,3,5,5,5,3,4,5,3,3,3,4,5,3,5,5,3,4,5,3,3,2,3,46,전반적으로 조화롭다
116,83963655,Schubert_D960_mv2_8bars_0_12.wav,1,6.0,,,2,2,3,2,3,3,4,4,3,5,3,2,5,4,4,4,4,2,4,5,4,4,4,3,50,
86,83963656,Schubert_D960_mv2_8bars_Score_16.wav,1,1.0,,,6,6,7,2,2,2,6,4,2,3,6,6,7,4,6,7,1,7,4,4,4,6,6,6,200,
28,83966749,Schubert_D960_mv2_8bars_5_10.wav,1,7.0,,,1,1,1,7,5,3,2,1,1,5,1,1,7,4,1,1,5,2,1,5,4,1,2,2,65,
86,83966760,Schubert_D960_mv2_8bars_2_04.wav,5,,,,2,2,2,5,5,5,2,4,6,3,3,2,3,5,5,3,6,2,5,5,4,3,3,2,200,
116,83966766,Schubert_D960_mv2_8bars_Score_08.wav,5,,,,4,4,2,2,6,5,3,4,5,5,4,3,2,4,3,3,6,3,4,3,3,4,4,2,62,
86,83966798,Schubert_D960_mv2_8bars_2_10.wav,2,,,,5,5,5,3,3,3,5,2,3,4,4,4,5,3,5,6,2,4,3,3,4,5,5,4,200,
104,83966807,Schubert_D960_mv2_8bars_3_07.wav,2,,,,3,2,3,6,3,3,4,4,5,6,3,3,4,2,2,4,3,4,4,3,3,6,6,3,29,왼손의 빠른 분산화음과  오른손의 단순하지만  아름다운 선율이  조화를  이룬 곡이다.
113,83966834,Schubert_D960_mv2_8bars_0_06.wav,4,,,,4,3,3,3,5,6,2,2,6,5,3,2,2,4,2,3,5,2,2,2,3,2,3,2,23,풍부하면서도 세심하다
86,83966850,Schubert_D960_mv2_8bars_4_17.wav,7,,1.0,1.0,2,2,2,2,3,3,3,3,3,2,3,3,5,6,5,5,5,3,3,5,5,3,3,3,200,
86,83966879,Schubert_D960_mv2_8bars_4_05.wav,5,,,,2,2,2,3,3,3,4,5,3,3,3,3,5,6,4,3,4,3,5,6,5,3,3,3,200,
86,83966915,Schubert_D960_mv2_8bars_0_11.wav,3,,,,3,3,2,3,5,5,2,4,5,3,3,3,4,4,4,3,5,3,5,5,5,3,3,3,200,
86,83966928,Schubert_D960_mv2_8bars_0_03.wav,3,,,,3,3,2,2,3,5,2,4,6,3,3,3,4,5,5,3,5,3,5,5,5,3,3,3,200,
113,83966934,Schubert_D960_mv2_8bars_1_13.wav,6,,,,2,5,3,4,5,5,3,4,4,5,5,3,4,5,4,4,5,5,4,4,5,3,5,5,42,초반에 왼손의 움직임에서 너무 끊고머뭇거리는 진행이 있어 집중에 혼돈을 주었다
86,83966943,Schubert_D960_mv2_8bars_1_11.wav,5,,,,3,2,2,3,5,5,3,4,5,4,3,3,3,3,5,3,5,3,5,3,5,4,4,2,200,
86,83966950,Schubert_D960_mv2_8bars_0_16.wav,3,,,,4,3,3,3,5,5,3,4,3,3,3,2,5,5,3,3,5,3,5,5,5,2,3,3,200,
86,83966961,Schubert_D960_mv2_8bars_2_09.wav,3,,,,5,6,3,2,3,4,5,2,3,5,4,3,4,3,5,5,3,3,3,2,2,5,5,2,200,
113,83966966,Schubert_D960_mv2_8bars_Score_09.wav,4,,,,6,6,2,6,6,6,2,3,6,6,7,6,1,2,2,2,3,4,4,1,2,5,4,5,28,연주가 연주로 들리기보다는 소음처럼 느껴지기도 한다. 그래도 중간 변환되는 부분에서 약간의 전환이 되긴했다
86,83966968,Schubert_D960_mv2_8bars_Score_17.wav,7,,1.0,1.0,6,6,6,2,2,2,6,4,2,2,2,5,6,6,6,6,2,6,4,4,4,6,6,6,200,
120,83966970,Schubert_D960_mv2_8bars_1_03.wav,3,,,,2,6,5,2,2,2,6,3,2,3,4,2,6,5,3,5,3,3,3,5,5,3,4,3,80,
120,83966979,Schubert_D960_mv2_8bars_5_03.wav,3,,,,2,3,2,6,2,4,3,3,6,5,2,3,3,6,4,5,5,3,3,3,3,3,4,2,90,
86,83966981,Schubert_D960_mv2_8bars_2_08.wav,3,,,,5,6,5,3,3,3,5,3,3,3,4,5,5,3,5,5,2,6,4,3,4,6,6,6,200,
113,83966984,Schubert_D960_mv2_8bars_3_14.wav,4,,,,5,5,5,4,3,3,5,4,3,3,3,4,5,4,3,5,3,4,3,5,5,4,4,5,33,그닥 음악이 다가오지는 않는다.
120,83966993,Schubert_D960_mv2_8bars_4_09.wav,3,,,,2,3,2,5,3,5,2,4,6,6,6,3,3,4,6,3,6,3,4,2,3,3,4,3,100,
86,83966997,Schubert_D960_mv2_8bars_0_04.wav,3,,,,5,6,5,3,3,3,4,4,4,3,4,3,5,5,5,5,3,4,5,5,5,3,3,4,200,
73,83967000,Schubert_D960_mv2_8bars_1_11.wav,2,,,,2,2,1,7,7,6,1,6,5,6,1,2,5,4,1,1,6,1,6,2,6,6,6,6,480,선율의 흐름이 애매하였습니다.
113,83967011,Schubert_D960_mv2_8bars_Score_13.wav,3,,,,5,5,2,5,4,5,2,4,6,5,6,3,2,4,2,3,5,3,4,1,2,3,4,4,35,앞 뒤의 느낌을 서로 다르게 해주면 더 아름다웠을듯하다
86,83967027,Schubert_D960_mv2_8bars_5_13.wav,5,,,,2,2,2,3,3,5,2,3,6,2,2,2,2,5,5,2,6,2,5,5,5,2,2,2,200,
86,83967047,Schubert_D960_mv2_8bars_0_09.wav,3,,,,5,5,3,4,5,3,4,4,3,3,3,3,5,3,5,5,3,4,3,3,4,6,5,4,200,
96,83967059,Schubert_D960_mv2_8bars_1_06.wav,1,5.0,,,5,6,1,5,5,2,2,3,3,3,3,2,2,3,5,3,5,3,3,3,5,6,6,3,92,
86,83967060,Schubert_D960_mv2_8bars_5_10.wav,6,,,,2,2,2,7,6,5,3,4,5,3,3,3,4,4,3,2,5,3,3,4,4,5,5,4,200,
90,83967063,Schubert_D960_mv2_8bars_0_17.wav,5,,,,2,2,2,6,1,5,2,2,5,2,2,2,2,6,3,3,5,2,6,5,4,2,3,3,100,
90,83967076,Schubert_D960_mv2_8bars_2_16.wav,6,,,,2,5,2,5,3,5,5,3,4,3,5,4,4,6,2,6,4,3,6,6,5,3,4,4,100,
96,83967077,Schubert_D960_mv2_8bars_1_14.wav,5,,,,2,5,2,6,5,5,2,3,3,3,2,2,3,5,2,5,5,3,2,6,5,2,3,3,92,
86,83967078,Schubert_D960_mv2_8bars_1_13.wav,6,,,,5,6,5,2,3,3,5,3,3,3,3,4,5,5,5,5,3,5,4,5,5,3,4,4,200,
96,83967099,Schubert_D960_mv2_8bars_4_08.wav,5,,,,5,6,2,5,5,3,5,6,3,3,3,2,3,3,6,5,3,3,6,3,3,3,5,3,107,
96,83967137,Schubert_D960_mv2_8bars_2_06.wav,1,5.0,,,3,6,2,3,2,3,2,5,6,5,3,3,3,3,6,3,5,3,5,2,3,5,5,3,78,
86,83967157,Schubert_D960_mv2_8bars_Score_08.wav,5,,,,5,5,6,5,6,1,7,3,2,5,6,7,7,3,0,7,1,7,0,3,3,7,7,7,200,
96,83967158,Schubert_D960_mv2_8bars_5_02.wav,5,,,,3,5,2,6,5,3,3,3,2,2,3,5,2,6,5,6,5,5,3,6,5,2,2,5,96,
113,83967162,Schubert_D960_mv2_8bars_2_02.wav,4,,,,4,3,3,3,3,4,3,2,2,5,5,3,2,4,2,3,5,3,3,2,3,3,3,3,38,음악적 조화가 잘 이루어져있다
96,83967181,Schubert_D960_mv2_8bars_5_05.wav,3,,,,2,1,3,6,6,2,5,3,3,3,5,5,3,5,3,6,5,5,5,6,6,2,2,5,107,
86,83967201,Schubert_D960_mv2_8bars_0_12.wav,3,,,,5,5,3,3,5,3,4,5,3,3,4,3,5,5,5,6,3,4,5,5,5,5,6,6,200,
103,83967212,Schubert_D960_mv2_8bars_Score_02.wav,2,,,,3,6,2,7,3,3,2,3,5,6,2,4,5,4,6,6,5,5,2,2,2,6,3,2,40,밝은 분위기의 곡과 중간에 이어지는 연결구에서 사운드가 줄어들어 더욱 기대감을 고조시키는 것이 인상깊었다.
96,83967215,Schubert_D960_mv2_8bars_0_02.wav,3,,,,2,7,5,3,3,5,3,2,5,3,3,2,2,6,3,6,5,3,3,5,5,2,2,3,64,
86,83967229,Schubert_D960_mv2_8bars_1_05.wav,5,,,,3,3,4,3,3,5,3,5,6,3,3,3,4,5,5,5,3,4,5,5,5,3,3,4,200,
